Código IBGE;Município;UF;Operadora;Tecnologia;% área coberta;% moradores cobertos;% domicílios cobertos;Área km2;Moradores;Domicílios
5217203;Piranhas;GO;Todas;4G;0,00;0,00;0,00;2047,764798;11114;4015
5219258;Santa Fé de Goiás;GO;Todas;4G;0,00;0,00;0,00;1169,169395;4734;1563
5220009;São João d'Aliança;GO;Todas;4G;0,00;0,00;0,00;3327,378701;10136;2816
5220280;São Patrício;GO;Todas;4G;0,00;0,00;0,00;171,957245;1990;701
2208205;Pio IX;PI;Todas;4G;0,01;0,00;0,00;1947,238379;17641;4902
3132305;Itaipé;MG;Todas;4G;0,02;0,01;0,01;480,829339;11762;3052
5209804;Hidrolina;GO;Todas;4G;0,04;0,01;0,01;580,390788;4023;1382
5100201;Água Boa;MT;Todas;4G;0,06;0,00;0,01;7481,160097;20355;6422
3119203;Coroaci;MG;Todas;4G;0,06;0,01;0,01;576,273772;10252;2991
3126752;Franciscópolis;MG;Todas;4G;0,08;0,11;0,11;717,086728;5796;1663
5106158;Nova Bandeirantes;MT;Todas;4G;0,08;5,29;5,09;9606,255789;11628;3445
4312302;Miraguaí;RS;Todas;4G;0,10;0,05;0,05;130,385236;4855;1626
2513208;Santa Cruz;PB;Todas;4G;0,11;0,03;0,02;210,165615;6438;1894
4301073;Arroio do Padre;RS;Todas;4G;0,11;0,12;0,14;124,317314;2724;708
2910008;Dário Meira;BA;Todas;4G;0,14;0,03;0,04;445,417688;12805;3381
1300409;Barcelos;AM;Todas;4G;0,16;47,29;52,85;122476,1266;23113;4443
1300201;Atalaia do Norte;AM;Todas;4G;0,16;46,94;45,19;76351,640344;15076;2885
2928406;Santa Rita de Cássia;BA;Todas;4G;0,16;27,68;27,64;5977,771225;26134;7193
5106182;Nova Lacerda;MT;Todas;4G;0,17;0,17;0,19;4735,085014;5390;1630
3101003;Águas Vermelhas;MG;Todas;4G;0,18;0,06;0,06;1259,279655;12711;3469
1303809;São Gabriel da Cachoeira;AM;Todas;4G;0,19;46,91;50,24;109184,645002;37666;7490
1302306;Jutaí;AM;Todas;4G;0,21;59,44;61,79;69551,827473;17932;3165
1600279;Laranjal do Jari;AP;Todas;4G;0,22;94,96;94,99;30972,039381;39752;9830
2405306;Januário Cicco;RN;Todas;4G;0,23;0,07;0,07;187,212772;8960;2455
1303502;Pauini;AM;Todas;4G;0,23;50,89;57,63;41609,832419;18097;3049
1304104;Tapauá;AM;Todas;4G;0,23;56,17;59,38;89325,126086;19047;3894
1500602;Altamira;PA;Todas;4G;0,24;79,25;79,32;159533,182988;98285;26427
3148509;Pavão;MG;Todas;4G;0,25;0,10;0,10;601,190489;8529;2476
1600238;Ferreira Gomes;AP;Todas;4G;0,26;0,08;0,09;5046,695377;5741;1330
1503754;Jacareacanga;PA;Todas;4G;0,28;38,36;46,41;53303,275428;12375;2291
1303957;São Sebastião do Uatumã;AM;Todas;4G;0,28;0,32;0,30;10741,085122;10684;1945
2402402;Carnaúba dos Dantas;RN;Todas;4G;0,28;0,04;0,04;245,65073;7395;2244
1303601;Santa Isabel do Rio Negro;AM;Todas;4G;0,28;37,95;46,76;62846,410478;17968;2606
2933257;Vereda;BA;Todas;4G;0,28;0,30;0,31;874,348163;6786;2087
3161650;São Geraldo do Baixio;MG;Todas;4G;0,31;0,09;0,09;280,954471;3483;1145
1302108;Japurá;AM;Todas;4G;0,32;44,73;45,92;55792,023055;7252;1265
1300144;Apuí;AM;Todas;4G;0,33;60,07;60,25;54239,829114;17946;4606
1302702;Manicoré;AM;Todas;4G;0,34;43,84;45,81;48282,982573;46841;9538
2927101;Rodelas;BA;Todas;4G;0,34;0,02;0,02;2723,503066;7749;2094
1302405;Lábrea;AM;Todas;4G;0,35;65,00;65,68;68233,829121;37505;8128
3116407;Claraval;MG;Todas;4G;0,36;0,12;0,13;227,627305;4530;1433
1505304;Oriximiná;PA;Todas;4G;0,36;69,94;71,62;107603,291449;62658;13673
1303304;Novo Aripuanã;AM;Todas;4G;0,36;66,00;63,24;41186,68998;21326;4255
5103106;Cocalinho;MT;Todas;4G;0,38;0,15;0,17;16530,643956;5295;1702
1301209;Coari;AM;Todas;4G;0,38;66,18;69,38;57921,953035;75521;15151
1507300;São Félix do Xingu;PA;Todas;4G;0,39;38,24;38,80;84212,141833;90545;22357
1300805;Borba;AM;Todas;4G;0,39;41,99;45,29;44251,101411;34906;6651
1400209;Caracaraí;RR;Todas;4G;0,39;59,58;60,54;47411,084528;18236;4436
1300904;Canutama;AM;Todas;4G;0,41;52,74;47,68;29819,776585;12733;2955
5200175;Água Fria de Goiás;GO;Todas;4G;0,42;35,97;35,31;2029,414401;4985;1594
1505031;Novo Progresso;PA;Todas;4G;0,43;71,38;71,27;38159,844954;24983;6923
1503002;Faro;PA;Todas;4G;0,47;65,61;64,96;11770,626393;8145;1710
1502509;Chaves;PA;Todas;4G;0,48;11,71;12,36;13084,918579;20981;4308
2407906;Monte das Gameleiras;RN;Todas;4G;0,50;0,46;0,44;71,946218;2260;654
5105309;Luciara;MT;Todas;4G;0,51;75,72;75,48;4243,008026;2216;656
1702000;Araguaçu;TO;Todas;4G;0,51;0,09;0,10;5167,828154;8708;2928
1600501;Oiapoque;AP;Todas;4G;0,53;69,20;75,60;22625,182204;19957;4643
1503606;Itaituba;PA;Todas;4G;0,53;78,56;77,91;62041,581148;95840;23581
3164100;São Pedro do Suaçuí;MG;Todas;4G;0,54;0,26;0,27;308,105854;5565;1653
3158508;Santana de Pirapama;MG;Todas;4G;0,54;38,81;36,92;1255,831557;7975;2520
5107859;São Félix do Araguaia;MT;Todas;4G;0,55;49,97;52,07;16713,490553;10588;3293
2505303;Curral Velho;PB;Todas;4G;0,55;0,21;0,20;222,957779;2487;648
1500503;Almeirim;PA;Todas;4G;0,56;63,50;65,74;72954,806222;33433;7862
1302900;Maués;AM;Todas;4G;0,61;51,34;53,51;39988,55132;52045;10004
1400027;Amajari;RR;Todas;4G;0,62;13,45;15,09;28472,340131;9300;2108
1303536;Presidente Figueiredo;AM;Todas;4G;0,62;41,77;41,61;25422,340799;26979;7226
3165909;Senador Modestino Gonçalves;MG;Todas;4G;0,62;0,91;0,91;952,062043;4548;1318
1303205;Novo Airão;AM;Todas;4G;0,66;67,35;68,72;37771,399038;14624;3152
1200302;Feijó;AC;Todas;4G;0,68;53,55;58,29;27975,251518;32301;7037
1304302;Urucará;AM;Todas;4G;0,68;65,95;68,51;27905,012131;17025;3410
3140605;Materlândia;MG;Todas;4G;0,68;0,60;0,53;280,530489;4581;1280
5108907;Nova Maringá;MT;Todas;4G;0,69;53,90;53,78;11557,296158;6445;1872
1500701;Anajás;PA;Todas;4G;0,71;38,64;40,16;6921,760039;24675;4853
1200500;Sena Madureira;AC;Todas;4G;0,71;67,39;69,98;23751,920983;37856;9313
1505106;Óbidos;PA;Todas;4G;0,72;54,04;56,01;28021,487051;48976;11254
1716208;Paranã;TO;Todas;4G;0,72;0,24;0,25;11260,1866;10277;2874
5101407;Aripuanã;MT;Todas;4G;0,74;62,89;62,46;25056,793165;18437;5372
1301704;Humaitá;AM;Todas;4G;0,74;69,35;71,86;33071,669378;44045;9825
1301951;Itamarati;AM;Todas;4G;0,76;56,74;58,69;25275,985773;8029;1570
1100106;Guajará-Mirim;RO;Todas;4G;0,77;84,43;86,43;24855,762656;40036;10684
3112208;Capela Nova;MG;Todas;4G;0,77;0,54;0,53;111,073165;4748;1448
3161601;São Geraldo da Piedade;MG;Todas;4G;0,78;0,34;0,33;152,335892;4380;1239
5205307;Cavalcante;GO;Todas;4G;0,78;0,11;0,12;6953,644309;9340;2682
5106307;Paranatinga;MT;Todas;4G;0,81;76,82;75,96;24166,141827;19148;5932
1301001;Carauari;AM;Todas;4G;0,81;79,70;82,32;25767,677683;25700;5240
5105150;Juína;MT;Todas;4G;0,82;83,90;85,02;26189,955735;38972;11930
2100501;Alto Parnaíba;MA;Todas;4G;0,83;64,65;66,25;11132,176164;10701;2636
1300631;Beruri;AM;Todas;4G;0,83;50,88;52,39;17250,580821;15482;2886
5107578;Rondolândia;MT;Todas;4G;0,83;42,77;46,86;12670,225078;3583;970
1303007;Nhamundá;AM;Todas;4G;0,85;41,94;41,99;14105,678396;18252;3784
1505809;Portel;PA;Todas;4G;0,85;50,04;53,85;25384,941118;51760;9606
1500404;Alenquer;PA;Todas;4G;0,85;55,26;57,51;23645,453601;52526;12106
1302801;Maraã;AM;Todas;4G;0,86;50,25;50,19;16910,371344;17496;2793
1502764;Cumaru do Norte;PA;Todas;4G;0,88;29,35;30,97;17084,99958;9976;2640
2920403;Manoel Vitorino;BA;Todas;4G;0,88;0,30;0,30;2231,612754;14380;3953
1200609;Tarauacá;AC;Todas;4G;0,89;57,85;62,28;20171,246335;35433;7492
5107065;Querência;MT;Todas;4G;0,90;62,94;67,19;17786,194561;12900;3657
5101605;Barão de Melgaço;MT;Todas;4G;0,90;50,09;48,96;11174,471218;7565;2222
5003207;Corumbá;MS;Todas;4G;0,90;90,45;89,70;64962,541555;102790;27710
1302207;Juruá;AM;Todas;4G;0,91;53,80;57,48;19400,62224;10763;2043
3126802;Frei Gaspar;MG;Todas;4G;0,92;0,21;0,18;626,672082;5870;1705
3145455;Olhos-d'Água;MG;Todas;4G;0,92;54,89;54,87;2092,077841;5261;1479
3136108;Joanésia;MG;Todas;4G;0,94;0,63;0,53;233,291972;5418;1671
5213509;Monte Alegre de Goiás;GO;Todas;4G;0,94;0,63;0,67;3119,807672;7705;2176
1303908;São Paulo de Olivença;AM;Todas;4G;0,94;43,68;43,74;19745,898405;31312;5331
2107001;Montes Altos;MA;Todas;4G;0,94;0,50;0,51;1488,337626;9386;2388
1713700;Monte Santo do Tocantins;TO;Todas;4G;0,96;0,52;0,52;1091,553152;2084;686
1304203;Tefé;AM;Todas;4G;0,98;82,77;83,57;23704,475697;61230;12165
3128204;Guaraciaba;MG;Todas;4G;1,00;0,75;0,76;348,59563;10156;2936
4311122;Jaquirana;RS;Todas;4G;1,02;0,21;0,24;907,935789;4174;1372
3163300;São José do Divino;MG;Todas;4G;1,02;0,42;0,43;328,703873;3790;1152
1400282;Iracema;RR;Todas;4G;1,02;47,89;48,18;14409,578122;8664;2236
5003488;Dois Irmãos do Buriti;MS;Todas;4G;1,03;0,14;0,15;2344,592905;9853;2893
1500859;Anapu;PA;Todas;4G;1,08;52,10;52,02;11895,183507;20496;5075
2208700;Redenção do Gurguéia;PI;Todas;4G;1,09;64,03;65,53;2468,15236;8379;2048
3122108;Divino das Laranjeiras;MG;Todas;4G;1,12;0,16;0,15;342,248805;4928;1599
3159704;Santa Rosa da Serra;MG;Todas;4G;1,12;0,17;0,18;284,333829;3206;1065
1506005;Prainha;PA;Todas;4G;1,12;28,06;29,41;14786,983701;29143;6150
5221502;Turvânia;GO;Todas;4G;1,12;0,15;0,14;480,769926;4811;1723
1301654;Guajará;AM;Todas;4G;1,12;55,77;59,99;7577,922113;13882;2639
4309803;Ibiaçá;RS;Todas;4G;1,13;0,51;0,45;348,816506;4706;1647
3123106;Dores de Guanhães;MG;Todas;4G;1,13;1,38;1,31;382,123516;5207;1483
5101902;Brasnorte;MT;Todas;4G;1,13;48,52;49,44;15959,132157;15083;4393
1717503;Pium;TO;Todas;4G;1,13;57,46;59,62;10013,728469;6641;1982
5105101;Juara;MT;Todas;4G;1,13;78,15;78,66;22641,186867;32561;10010
3168200;Tapiraí;MG;Todas;4G;1,17;0,45;0,49;407,919543;1872;664
5007307;Rio Negro;MS;Todas;4G;1,17;69,87;68,43;1807,669313;5019;1724
1508050;Trairão;PA;Todas;4G;1,19;42,50;44,53;11991,055476;16751;4027
1301308;Codajás;AM;Todas;4G;1,19;67,92;70,98;18711,50752;23187;4486
5106422;Peixoto de Azevedo;MT;Todas;4G;1,19;64,95;65,12;14257,522763;30568;8695
1501006;Aveiro;PA;Todas;4G;1,19;23,21;23,32;17074,729511;15801;3436
1301803;Ipixuna;AM;Todas;4G;1,20;44,11;46,67;12044,638652;22239;3721
2201150;Baixa Grande do Ribeiro;PI;Todas;4G;1,25;62,05;63,28;7809,011313;10474;2520
1507805;Senador José Porfírio;PA;Todas;4G;1,28;51,70;47,88;14419,764622;12976;3306
1600055;Serra do Navio;AP;Todas;4G;1,31;83,46;83,78;7756,134968;4368;1146
5102702;Canarana;MT;Todas;4G;1,32;70,29;72,97;10882,359704;18566;5655
2511103;Pedra Lavrada;PB;Todas;4G;1,32;1,20;1,11;351,680076;7448;2239
2922250;Muquém de São Francisco;BA;Todas;4G;1,32;2,61;2,13;3637,566742;10239;2635
5000203;Água Clara;MS;Todas;4G;1,33;73,22;71,16;11031,121422;14290;4452
2911105;Formosa do Rio Preto;BA;Todas;4G;1,35;63,27;64,64;16303,655927;22473;5582
1303700;Santo Antônio do Içá;AM;Todas;4G;1,36;56,76;59,16;12307,374391;24371;3992
1301605;Fonte Boa;AM;Todas;4G;1,36;66,80;72,06;12110,929474;22769;3900
3132602;Itamarati de Minas;MG;Todas;4G;1,36;0,23;0,23;94,568402;4077;1299
2507200;Itatuba;PB;Todas;4G;1,37;0,63;0,59;244,223853;10189;2835
5105507;Vila Bela da Santíssima Trindade;MT;Todas;4G;1,37;37,04;38,16;13420,692898;14326;4010
3126604;Francisco Dumont;MG;Todas;4G;1,38;66,04;62,58;1576,128396;4840;1496
3127909;Grupiara;MG;Todas;4G;1,39;0,20;0,22;193,141233;1370;505
2103174;Centro Novo do Maranhão;MA;Todas;4G;1,40;34,05;36,39;8258,446394;17605;3946
1600204;Calçoene;AP;Todas;4G;1,40;62,61;55,95;14269,364384;8943;2246
1505908;Porto de Moz;PA;Todas;4G;1,42;45,12;49,10;17422,918957;33463;6060
3138104;Lassance;MG;Todas;4G;1,44;0,07;0,08;3204,21686;6470;1980
1301407;Eirunepé;AM;Todas;4G;1,45;72,68;74,90;15011,665043;30615;6254
2208858;Riacho Frio;PI;Todas;4G;1,45;54,33;55,03;2222,128733;4235;1121
1505437;Ourilândia do Norte;PA;Todas;4G;1,46;77,77;80,71;14410,566652;27164;7079
1400233;Caroebe;RR;Todas;4G;1,46;43,56;45,24;12065,641527;8002;2155
5103700;Feliz Natal;MT;Todas;4G;1,46;62,88;66,69;11462,461591;10900;2940
1100338;Nova Mamoré;RO;Todas;4G;1,47;43,22;43,89;10071,699393;22318;6377
2301257;Ararendá;CE;Todas;4G;1,47;0,69;0,73;344,131919;10470;3071
2512788;Riacho de Santo Antônio;PB;Todas;4G;1,49;0,47;0,46;91,324196;1713;473
1400472;Rorainópolis;RR;Todas;4G;1,49;46,80;51,90;33594,034577;24031;5935
5007109;Ribas do Rio Pardo;MS;Todas;4G;1,50;65,55;64,25;17308,08663;20492;6456
2208106;Pimenteiras;PI;Todas;4G;1,50;41,18;42,53;4563,057524;11704;3184
2612901;São Benedito do Sul;PE;Todas;4G;1,51;0,64;0,65;160,476767;13893;3177
1504802;Monte Alegre;PA;Todas;4G;1,53;49,00;50,22;18152,544769;55306;13725
2205516;Juazeiro do Piauí;PI;Todas;4G;1,53;29,10;30,92;827,248696;4730;1228
1300839;Caapiranga;AM;Todas;4G;1,54;51,49;53,39;9456,611008;10924;2223
5213707;Montes Claros de Goiás;GO;Todas;4G;1,56;2,34;2,33;2899,177014;7945;2741
5105580;Marcelândia;MT;Todas;4G;1,56;65,71;65,94;12281,263474;11958;3738
1300706;Boca do Acre;AM;Todas;4G;1,56;67,20;68,98;21950,830419;30388;7125
1400159;Bonfim;RR;Todas;4G;1,57;32,21;34,74;8095,373262;10885;2507
3164506;São Sebastião do Maranhão;MG;Todas;4G;1,58;0,87;0,85;517,829724;10612;2920
2202851;Coronel José Dias;PI;Todas;4G;1,59;21,20;21,04;1914,837489;4537;1324
1506187;Rondon do Pará;PA;Todas;4G;1,59;74,16;75,06;8246,647161;46881;12535
5007554;Santa Rita do Pardo;MS;Todas;4G;1,60;0,48;0,46;6143,071887;7217;2400
3132008;Itacambira;MG;Todas;4G;1,61;21,44;23,14;1788,445288;4965;1280
1101492;São Francisco do Guaporé;RO;Todas;4G;1,62;55,21;57,58;10959,830316;15993;4728
2908101;Cocos;BA;Todas;4G;1,63;51,35;53,44;10227,367981;18090;4855
1400456;Pacaraima;RR;Todas;4G;1,64;44,01;55,25;8028,471579;10386;2393
1400308;Mucajaí;RR;Todas;4G;1,66;58,44;58,12;12461,201871;14696;3876
1200104;Brasiléia;AC;Todas;4G;1,68;67,39;70,83;3916,513981;21288;5930
3154457;Riachinho;MG;Todas;4G;1,71;0,57;0,49;1719,265575;7933;2337
5108105;Tesouro;MT;Todas;4G;1,72;59,87;59,94;4169,562508;3372;1123
2106706;Mirador;MA;Todas;4G;1,74;43,33;45,17;8450,816221;20446;4897
