Código IBGE;Município;UF;Operadora;Tecnologia;% área coberta;% moradores cobertos;% domicílios cobertos;Área km2;Moradores;Domicílios
1600238;Ferreira Gomes;AP;Todas;2G;0,00;0,00;0,00;5046,695377;5741;1330
1600535;Porto Grande;AP;Todas;2G;0,00;0,00;0,00;4401,793462;16713;4123
3145505;Olímpio Noronha;MG;Todas;2G;0,00;0,00;0,00;54,632982;2532;798
1400027;Amajari;RR;Todas;2G;0,02;13,11;14,67;28472,340131;9300;2108
2208908;Ribeiro Gonçalves;PI;Todas;2G;0,05;47,85;49,30;3978,918158;6798;1642
1304104;Tapauá;AM;Todas;2G;0,11;55,83;59,06;89325,126086;19047;3894
1300201;Atalaia do Norte;AM;Todas;2G;0,11;46,61;44,73;76351,640344;15076;2885
1300409;Barcelos;AM;Todas;2G;0,13;46,96;52,52;122476,1266;23113;4443
5108907;Nova Maringá;MT;Todas;2G;0,14;46,29;46,10;11557,296158;6445;1872
1303809;São Gabriel da Cachoeira;AM;Todas;2G;0,15;46,69;50,01;109184,645002;37666;7490
5105309;Luciara;MT;Todas;2G;0,15;65,85;66,16;4243,008026;2216;656
1500602;Altamira;PA;Todas;2G;0,17;78,96;79,01;159533,182988;98285;26427
2209153;Santa Cruz dos Milagres;PI;Todas;2G;0,18;44,38;46,18;979,652307;3776;1049
1302306;Jutaí;AM;Todas;2G;0,21;59,51;61,85;69551,827473;17932;3165
3132008;Itacambira;MG;Todas;2G;0,21;13,69;14,85;1788,445288;4965;1280
1303601;Santa Isabel do Rio Negro;AM;Todas;2G;0,22;37,92;46,73;62846,410478;17968;2606
1400159;Bonfim;RR;Todas;2G;0,23;16,34;17,71;8095,373262;10885;2507
1302405;Lábrea;AM;Todas;2G;0,23;64,75;65,44;68233,829121;37505;8128
1300144;Apuí;AM;Todas;2G;0,24;59,77;59,96;54239,829114;17946;4606
1500701;Anajás;PA;Todas;2G;0,24;38,39;39,91;6921,760039;24675;4853
1303502;Pauini;AM;Todas;2G;0,26;51,45;58,28;41609,832419;18097;3049
2201150;Baixa Grande do Ribeiro;PI;Todas;2G;0,26;61,66;62,87;7809,011313;10474;2520
3134707;Jacinto;MG;Todas;2G;0,26;0,03;0,04;1393,609054;12045;3738
1302108;Japurá;AM;Todas;2G;0,27;44,72;45,90;55792,023055;7252;1265
1303304;Novo Aripuanã;AM;Todas;2G;0,29;65,75;62,96;41186,68998;21326;4255
1300904;Canutama;AM;Todas;2G;0,31;52,67;47,61;29819,776585;12733;2955
1301209;Coari;AM;Todas;2G;0,32;66,04;69,25;57921,953035;75521;15151
1302702;Manicoré;AM;Todas;2G;0,32;43,83;45,80;48282,982573;46841;9538
3162708;São João do Paraíso;MG;Todas;2G;0,33;33,20;35,60;1925,575425;22283;6026
1507300;São Félix do Xingu;PA;Todas;2G;0,33;38,14;38,70;84212,141833;90545;22357
1503754;Jacareacanga;PA;Todas;2G;0,35;38,31;46,38;53303,275428;12375;2291
1600501;Oiapoque;AP;Todas;2G;0,36;67,33;73,66;22625,182204;19957;4643
1400209;Caracaraí;RR;Todas;2G;0,37;59,55;60,50;47411,084528;18236;4436
1400472;Rorainópolis;RR;Todas;2G;0,39;45,98;51,12;33594,034577;24031;5935
3136801;Juramento;MG;Todas;2G;0,40;17,99;18,09;431,629568;4108;1199
3143450;Montezuma;MG;Todas;2G;0,40;0,16;0,13;1130,419236;7455;1893
3157609;Santa Fé de Minas;MG;Todas;2G;0,40;57,52;55,32;2917,448495;3939;1152
3160306;Santo Antônio do Jacinto;MG;Todas;2G;0,41;43,08;42,75;503,37589;11737;3574
1503606;Itaituba;PA;Todas;2G;0,41;78,31;77,66;62041,581148;95840;23581
3120102;Couto de Magalhães de Minas;MG;Todas;2G;0,42;1,35;1,32;485,653717;4188;1218
1303106;Nova Olinda do Norte;AM;Todas;2G;0,42;7,69;9,10;5608,569207;30321;5570
1400050;Alto Alegre;RR;Todas;2G;0,42;29,69;34,25;25567,013668;16418;3700
5102603;Campinápolis;MT;Todas;2G;0,43;29,00;47,49;5967,354979;14295;2910
1505031;Novo Progresso;PA;Todas;2G;0,45;71,26;71,15;38159,844954;24983;6923
1302900;Maués;AM;Todas;2G;0,45;50,44;52,54;39988,55132;52045;10004
1600279;Laranjal do Jari;AP;Todas;2G;0,45;95,03;95,05;30972,039381;39752;9830
1505304;Oriximiná;PA;Todas;2G;0,46;69,85;71,50;107603,291449;62658;13673
1503002;Faro;PA;Todas;2G;0,46;65,50;64,88;11770,626393;8145;1710
3144656;Ninheira;MG;Todas;2G;0,48;10,64;11,86;1108,268906;9805;2588
2111052;São João do Paraíso;MA;Todas;2G;0,48;45,20;47,58;2053,843852;10808;2874
3132305;Itaipé;MG;Todas;2G;0,50;2,25;2,42;480,829339;11762;3052
5103858;Gaúcha do Norte;MT;Todas;2G;0,50;35,19;45,38;16930,665365;6221;1517
5100805;Apiacás;MT;Todas;2G;0,54;75,84;75,15;20377,507;8253;2464
3143153;Monte Formoso;MG;Todas;2G;0,55;0,30;0,27;385,552787;4646;1223
1300805;Borba;AM;Todas;2G;0,59;41,92;45,18;44251,101411;34906;6651
2111607;São Raimundo das Mangabeiras;MA;Todas;2G;0,60;71,86;72,11;3521,492881;17430;4438
1101450;Parecis;RO;Todas;2G;0,60;37,88;38,89;2548,692737;4758;1389
1302801;Maraã;AM;Todas;2G;0,61;50,18;50,13;16910,371344;17496;2793
1500503;Almeirim;PA;Todas;2G;0,61;68,10;70,70;72954,806222;33433;7862
1302207;Juruá;AM;Todas;2G;0,61;53,52;57,24;19400,62224;10763;2043
1303700;Santo Antônio do Içá;AM;Todas;2G;0,62;53,11;55,05;12307,374391;24371;3992
1301001;Carauari;AM;Todas;2G;0,62;79,21;81,79;25767,677683;25700;5240
1300839;Caapiranga;AM;Todas;2G;0,62;27,13;28,09;9456,611008;10924;2223
1301704;Humaitá;AM;Todas;2G;0,62;69,28;71,80;33071,669378;44045;9825
5103254;Colniza;MT;Todas;2G;0,63;52,48;53,71;27947,907943;25936;7640
3117009;Comercinho;MG;Todas;2G;0,63;0,23;0,23;654,960847;8292;2396
1717909;Ponte Alta do Tocantins;TO;Todas;2G;0,63;63,20;61,47;6491,131;7155;2028
3151909;Pocrane;MG;Todas;2G;0,64;35,30;35,66;691,065545;8942;3011
1710508;Itacajá;TO;Todas;2G;0,64;60,33;65,64;3051,358131;7088;1880
1400704;Uiramutã;RR;Todas;2G;0,65;8,03;8,50;8065,563119;8364;1444
1200302;Feijó;AC;Todas;2G;0,66;53,48;58,23;27975,251518;32301;7037
5213772;Montividiu do Norte;GO;Todas;2G;0,66;34,08;35,08;1332,997209;3972;1238
1505106;Óbidos;PA;Todas;2G;0,67;53,96;55,92;28021,487051;48976;11254
3166402;Seritinga;MG;Todas;2G;0,67;0,13;0,13;114,76929;1788;576
1100106;Guajará-Mirim;RO;Todas;2G;0,67;84,36;86,36;24855,762656;40036;10684
5107859;São Félix do Araguaia;MT;Todas;2G;0,68;50,03;52,13;16713,490553;10588;3293
5107578;Rondolândia;MT;Todas;2G;0,68;40,85;44,91;12670,225078;3583;970
5101407;Aripuanã;MT;Todas;2G;0,68;62,84;62,41;25056,793165;18437;5372
1501006;Aveiro;PA;Todas;2G;0,68;19,39;19,62;17074,729511;15801;3436
1502764;Cumaru do Norte;PA;Todas;2G;0,69;29,17;30,74;17084,99958;9976;2640
1200500;Sena Madureira;AC;Todas;2G;0,70;67,36;69,96;23751,920983;37856;9313
1400282;Iracema;RR;Todas;2G;0,71;47,62;47,91;14409,578122;8664;2236
1505809;Portel;PA;Todas;2G;0,71;49,49;53,39;25384,941118;51760;9606
1303007;Nhamundá;AM;Todas;2G;0,71;41,94;42,18;14105,678396;18252;3784
1717503;Pium;TO;Todas;2G;0,71;55,59;57,43;10013,728469;6641;1982
1301951;Itamarati;AM;Todas;2G;0,72;56,69;58,63;25275,985773;8029;1570
5101001;Araguaiana;MT;Todas;2G;0,72;62,23;62,18;6429,397736;3187;1087
1303908;São Paulo de Olivença;AM;Todas;2G;0,74;43,45;43,54;19745,898405;31312;5331
1707207;Dois Irmãos do Tocantins;TO;Todas;2G;0,75;39,20;39,33;3757,036181;7156;2275
5103106;Cocalinho;MT;Todas;2G;0,76;63,69;60,71;16530,643956;5295;1702
3126802;Frei Gaspar;MG;Todas;2G;0,76;18,37;18,61;626,672082;5870;1705
2100501;Alto Parnaíba;MA;Todas;2G;0,76;64,64;66,23;11132,176164;10701;2636
3128253;Guaraciama;MG;Todas;2G;0,76;47,43;46,72;390,262971;4716;1438
2205599;Lagoa do Sítio;PI;Todas;2G;0,76;14,65;14,90;804,697535;4845;1461
1506583;Santa Maria das Barreiras;PA;Todas;2G;0,78;8,63;8,23;10330,213296;17059;5141
4315321;Quevedos;RS;Todas;2G;0,78;31,72;31,40;543,359013;2704;922
5106307;Paranatinga;MT;Todas;2G;0,79;76,82;75,95;24166,141827;19148;5932
1301803;Ipixuna;AM;Todas;2G;0,80;43,61;46,20;12044,638652;22239;3721
5106158;Nova Bandeirantes;MT;Todas;2G;0,80;42,02;43,54;9606,255789;11628;3445
5003207;Corumbá;MS;Todas;2G;0,81;89,45;88,62;64962,541555;102790;27710
1304302;Urucará;AM;Todas;2G;0,81;64,88;67,39;27905,012131;17025;3410
1500404;Alenquer;PA;Todas;2G;0,83;55,18;57,44;23645,453601;52526;12106
1301308;Codajás;AM;Todas;2G;0,83;67,56;70,63;18711,50752;23187;4486
3134004;Itinga;MG;Todas;2G;0,83;40,22;41,54;1649,621864;14399;3787
1304203;Tefé;AM;Todas;2G;0,84;82,20;83,00;23704,475697;61230;12165
1720259;São Salvador do Tocantins;TO;Todas;2G;0,84;54,79;55,29;1422,032376;2812;826
3126950;Frei Lagonegro;MG;Todas;2G;0,84;12,20;13,31;167,473842;3326;902
3160454;Santo Antônio do Retiro;MG;Todas;2G;0,85;3,96;4,26;796,290027;6955;1798
3109451;Cabeceira Grande;MG;Todas;2G;0,86;37,83;38,71;1031,40886;6439;2134
5105150;Juína;MT;Todas;2G;0,87;84,50;85,63;26189,955735;38972;11930
1301407;Eirunepé;AM;Todas;2G;0,89;69,34;71,56;15011,665043;30615;6254
1200609;Tarauacá;AC;Todas;2G;0,89;57,72;62,15;20171,246335;35433;7492
3101003;Águas Vermelhas;MG;Todas;2G;0,89;37,03;37,68;1259,279655;12711;3469
5107065;Querência;MT;Todas;2G;0,90;62,94;67,19;17786,194561;12900;3657
1508050;Trairão;PA;Todas;2G;0,91;42,07;44,10;11991,055476;16751;4027
1500859;Anapu;PA;Todas;2G;0,92;51,62;51,57;11895,183507;20496;5075
1506005;Prainha;PA;Todas;2G;0,92;27,98;29,33;14786,983701;29143;6150
5108105;Tesouro;MT;Todas;2G;0,92;59,66;59,65;4169,562508;3372;1123
1400308;Mucajaí;RR;Todas;2G;0,93;51,45;51,50;12461,201871;14696;3876
3128600;Guarda-Mor;MG;Todas;2G;0,94;56,73;56,05;2069,79028;6536;2082
1505908;Porto de Moz;PA;Todas;2G;0,95;44,61;48,58;17422,918957;33463;6060
2103174;Centro Novo do Maranhão;MA;Todas;2G;0,95;33,14;35,57;8258,446394;17605;3946
1303957;São Sebastião do Uatumã;AM;Todas;2G;0,95;56,12;63,41;10741,085122;10684;1945
5103379;Cotriguaçu;MT;Todas;2G;0,95;24,72;27,17;9460,854571;14972;4297
3143708;Morro do Pilar;MG;Todas;2G;0,96;75,75;74,03;477,548353;3399;1069
1504802;Monte Alegre;PA;Todas;2G;0,97;48,01;49,24;18152,544769;55306;13725
1400233;Caroebe;RR;Todas;2G;0,99;42,45;44,10;12065,641527;8002;2155
1600055;Serra do Navio;AP;Todas;2G;1,00;62,87;64,66;7756,134968;4368;1146
1100072;Corumbiara;RO;Todas;2G;1,02;31,64;33,12;3060,321398;8628;2649
3106655;Berizal;MG;Todas;2G;1,02;55,19;55,00;488,756117;4360;1250
5106802;Porto dos Gaúchos;MT;Todas;2G;1,02;53,59;53,60;6992,709655;5418;1759
2206902;Novo Oriente do Piauí;PI;Todas;2G;1,03;27,03;28,23;525,34191;6493;1935
5107776;Santa Terezinha;MT;Todas;2G;1,04;40,96;44,50;6467,402813;7381;2039
3145356;Novo Oriente de Minas;MG;Todas;2G;1,04;40,79;43,61;755,150978;10296;3011
2208858;Riacho Frio;PI;Todas;2G;1,05;53,76;54,47;2222,128733;4235;1121
1600204;Calçoene;AP;Todas;2G;1,07;62,56;55,89;14269,364384;8943;2246
2908101;Cocos;BA;Todas;2G;1,08;49,62;51,68;10227,367981;18090;4855
1101468;Pimenteiras do Oeste;RO;Todas;2G;1,08;57,33;55,50;6014,80635;2280;700
2104107;Fortaleza dos Nogueiras;MA;Todas;2G;1,08;59,83;60,88;1664,271872;11642;2850
2404309;Governador Dix-Sept Rosado;RN;Todas;2G;1,09;55,55;56,00;1129,342974;12352;3458
5101902;Brasnorte;MT;Todas;2G;1,09;48,45;49,36;15959,132157;15083;4393
1502509;Chaves;PA;Todas;2G;1,09;11,98;12,67;13084,918579;20981;4308
5107354;São José do Xingu;MT;Todas;2G;1,09;50,56;51,96;7459,645542;5101;1515
5105101;Juara;MT;Todas;2G;1,09;77,96;78,47;22641,186867;32561;10010
2917359;Jaborandi;BA;Todas;2G;1,10;39,30;40,62;9545,379394;8952;2660
2208205;Pio IX;PI;Todas;2G;1,10;31,40;34,37;1947,238379;17641;4902
5106422;Peixoto de Azevedo;MT;Todas;2G;1,10;64,91;65,07;14257,522763;30568;8695
1400456;Pacaraima;RR;Todas;2G;1,11;43,71;55,00;8028,471579;10386;2393
2605152;Dormentes;PE;Todas;2G;1,11;27,43;30,46;1537,617187;16912;4652
2311009;Poranga;CE;Todas;2G;1,11;46,16;47,19;1309,259741;11987;3398
2106102;Loreto;MA;Todas;2G;1,13;56,09;57,91;3596,850098;11379;2670
1716208;Paranã;TO;Todas;2G;1,14;46,32;44,32;11260,1866;10277;2874
3171600;Virgem da Lapa;MG;Todas;2G;1,14;42,64;45,26;868,91424;13616;3951
3106606;Bertópolis;MG;Todas;2G;1,14;49,02;51,81;427,802481;4485;1272
1200435;Santa Rosa do Purus;AC;Todas;2G;1,15;40,77;51,82;6145,653291;4676;816
1600154;Pedra Branca do Amapari;AP;Todas;2G;1,15;62,86;63,56;9495,520291;10291;2516
1100601;Cacaulândia;RO;Todas;2G;1,17;36,89;37,42;1961,775767;5726;1692
4106456;Coronel Domingos Soares;PR;Todas;2G;1,17;6,77;7,05;1576,218847;7210;2055
4311130;Jari;RS;Todas;2G;1,17;17,37;17,90;856,456977;3574;1211
3165909;Senador Modestino Gonçalves;MG;Todas;2G;1,18;40,53;42,14;952,062043;4548;1318
1200393;Porto Walter;AC;Todas;2G;1,19;40,78;42,78;6443,830328;9090;1702
1301605;Fonte Boa;AM;Todas;2G;1,19;66,73;71,99;12110,929474;22769;3900
3170008;Ubaí;MG;Todas;2G;1,23;23,45;23,56;820,524118;11632;2997
5108956;Nova Monte Verde;MT;Todas;2G;1,25;50,15;50,24;5248,542814;8008;2496
3161650;São Geraldo do Baixio;MG;Todas;2G;1,26;49,83;49,92;280,954471;3483;1145
5106208;Nova Brasilândia;MT;Todas;2G;1,26;51,85;51,97;3281,884253;4563;1450
3140407;Marmelópolis;MG;Todas;2G;1,27;0,86;0,87;107,90151;2954;905
1718501;Recursolândia;TO;Todas;2G;1,28;53,25;55,61;2216,663171;3765;903
5106240;Nova Ubiratã;MT;Todas;2G;1,28;41,13;39,05;12706,679688;8767;2748
2202851;Coronel José Dias;PI;Todas;2G;1,29;19,52;19,39;1914,837489;4537;1324
1100031;Cabixi;RO;Todas;2G;1,29;43,32;45,43;1314,384325;6304;1975
3137007;Ladainha;MG;Todas;2G;1,29;17,58;19,98;866,289568;16949;4266
3156809;Sabinópolis;MG;Todas;2G;1,30;44,70;45,24;919,810786;15632;4654
3119203;Coroaci;MG;Todas;2G;1,31;36,32;37,87;576,273772;10252;2991
2104404;Gonçalves Dias;MA;Todas;2G;1,33;32,62;33,84;883,594583;17459;4559
2612455;Santa Cruz;PE;Todas;2G;1,34;31,28;35,20;1255,939155;13591;3607
1707108;Divinópolis do Tocantins;TO;Todas;2G;1,34;71,10;69,45;2347,434277;6294;1944
5105507;Vila Bela da Santíssima Trindade;MT;Todas;2G;1,35;37,03;38,15;13420,692898;14326;4010
2207603;Parnaguá;PI;Todas;2G;1,35;48,83;50,70;3429,268461;10255;2468
1100924;Chupinguaia;RO;Todas;2G;1,35;45,32;45,24;5127,018075;8035;2345
1712702;Mateiros;TO;Todas;2G;1,35;64,31;63,78;9681,458259;2196;556
5107875;Sapezal;MT;Todas;2G;1,35;85,29;85,32;13624,156765;17689;5390
1200351;Marechal Thaumaturgo;AC;Todas;2G;1,36;31,24;34,35;8191,639989;14172;2750
3145307;Novo Cruzeiro;MG;Todas;2G;1,36;29,42;33,06;1702,981336;30667;7944
3148400;Paulistas;MG;Todas;2G;1,36;3,04;2,91;220,564287;4893;1331
5219258;Santa Fé de Goiás;GO;Todas;2G;1,36;63,77;64,06;1169,169395;4734;1563
1300706;Boca do Acre;AM;Todas;2G;1,36;66,77;68,57;21950,830419;30388;7125
3122454;Divisópolis;MG;Todas;2G;1,37;36,48;37,04;572,925692;8961;2417
3127800;Grão Mogol;MG;Todas;2G;1,37;39,35;42,18;3885,293889;14960;3892
2515203;São Sebastião do Umbuzeiro;PB;Todas;2G;1,38;64,47;66,64;460,573157;3228;1044
2106706;Mirador;MA;Todas;2G;1,38;43,10;44,95;8450,816221;20446;4897
1501253;Bannach;PA;Todas;2G;1,38;27,53;26,72;2956,648704;3393;984
3108503;Botumirim;MG;Todas;2G;1,38;35,83;38,19;1568,884259;6492;1738
2203206;Curimatá;PI;Todas;2G;1,38;63,36;64,80;2337,52076;10752;2929
3162252;São João da Lagoa;MG;Todas;2G;1,39;46,38;43,26;998,014645;4651;1442
1303536;Presidente Figueiredo;AM;Todas;2G;1,41;48,86;47,56;25422,340799;26979;7226
1301654;Guajará;AM;Todas;2G;1,42;56,10;60,29;7577,922113;13882;2639
5006903;Porto Murtinho;MS;Todas;2G;1,43;66,46;66,65;17744,403653;15333;4097
1100338;Nova Mamoré;RO;Todas;2G;1,43;43,21;43,87;10071,699393;22318;6377
5213053;Mimoso de Goiás;GO;Todas;2G;1,44;6,76;6,48;1386,915344;2679;867
1300631;Beruri;AM;Todas;2G;1,44;50,99;52,50;17250,580821;15482;2886
2202505;Caracol;PI;Todas;2G;1,44;43,63;45,67;1611,004338;10185;2687
1400175;Cantá;RR;Todas;2G;1,44;4,35;4,99;7664,831805;13835;3634
2612554;Santa Filomena;PE;Todas;2G;1,45;16,99;18,92;1005,045193;13356;3604
1506187;Rondon do Pará;PA;Todas;2G;1,45;74,14;75,04;8246,647161;46881;12535
5103700;Feliz Natal;MT;Todas;2G;1,45;63,65;67,48;11462,461591;10900;2940
1508159;Uruará;PA;Todas;2G;1,45;55,64;57,99;10791,426765;44351;11252
3170305;Umburatiba;MG;Todas;2G;1,47;53,07;52,11;405,833787;2692;838
1504455;Medicilândia;PA;Todas;2G;1,47;36,92;38,15;8272,684953;27135;7348
5107180;Ribeirão Cascalheira;MT;Todas;2G;1,48;63,60;67,82;11354,809404;8796;2701
1200104;Brasiléia;AC;Todas;2G;1,48;67,23;70,68;3916,513981;21288;5930
3126208;Formoso;MG;Todas;2G;1,49;49,19;49,47;3685,701656;8107;2225
5003900;Figueirão;MS;Todas;2G;1,49;53,23;54,32;4882,861236;2924;1037
3135076;Jampruca;MG;Todas;2G;1,49;37,43;36,35;517,095246;5017;1490
1507805;Senador José Porfírio;PA;Todas;2G;1,50;51,57;47,70;14419,764622;12976;3306
2100956;Arame;MA;Todas;2G;1,50;29,36;31,30;3008,699094;31146;6929
2206654;Morro Cabeça no Tempo;PI;Todas;2G;1,51;35,17;39,24;2116,968622;4029;982
2112001;Tasso Fragoso;MA;Todas;2G;1,52;60,32;62,00;4382,975643;7761;1936
1718758;Rio Sono;TO;Todas;2G;1,53;42,17;43,07;6354,367508;6231;1680
3167004;Serranos;MG;Todas;2G;1,54;69,46;71,86;213,172666;1987;635
5200829;Amaralina;GO;Todas;2G;1,55;33,47;35,93;1343,1748;3434;1091
1505486;Pacajá;PA;Todas;2G;1,57;35,96;36,71;11832,304591;39458;10041
1303205;Novo Airão;AM;Todas;2G;1,57;67,40;68,71;37771,399038;14624;3152
2911105;Formosa do Rio Preto;BA;Todas;2G;1,57;62,54;64,02;16303,655927;22473;5582
1200054;Assis Brasil;AC;Todas;2G;1,59;65,39;69,29;4974,162384;6023;1539
5102504;Cáceres;MT;Todas;2G;1,60;85,80;85,25;24351,388173;87518;25306
1304260;Uarini;AM;Todas;2G;1,60;59,03;60,86;10246,237033;11738;2192
3117836;Cônego Marinho;MG;Todas;2G;1,61;5,98;6,18;1641,991329;7086;1824
5107750;Salto do Céu;MT;Todas;2G;1,61;49,14;50,87;1752,311922;3891;1282
5105580;Marcelândia;MT;Todas;2G;1,61;65,77;66,01;12281,263474;11958;3738
1200328;Jordão;AC;Todas;2G;1,62;35,70;38,63;5357,282031;6567;1303
3125606;Felisburgo;MG;Todas;2G;1,62;68,70;68,67;596,215052;6772;2006
5103304;Comodoro;MT;Todas;2G;1,63;67,56;69,20;21769,715111;17978;5466
5106315;Novo Santo Antônio;MT;Todas;2G;1,63;68,26;66,58;4393,795866;1986;598
1506708;Santana do Araguaia;PA;Todas;2G;1,64;53,75;52,55;11591,415788;55188;13832
2210706;Simões;PI;Todas;2G;1,64;41,25;43,70;1071,538236;14157;3659
1100700;Campo Novo de Rondônia;RO;Todas;2G;1,65;27,70;28,77;3442,023323;12616;3637
1101492;São Francisco do Guaporé;RO;Todas;2G;1,65;55,32;57,69;10959,830316;15993;4728
1505437;Ourilândia do Norte;PA;Todas;2G;1,66;78,33;81,26;14410,566652;27164;7079
5107743;Santa Cruz do Xingu;MT;Todas;2G;1,67;66,73;64,29;5651,801912;1899;605
1506195;Rurópolis;PA;Todas;2G;1,69;35,43;39,97;7021,335855;39402;9328
3108255;Bonito de Minas;MG;Todas;2G;1,69;25,26;28,06;3904,912027;9652;2280
1200344;Manoel Urbano;AC;Todas;2G;1,70;68,29;71,20;10634,324403;7942;1858
1505650;Placas;PA;Todas;2G;1,73;22,67;24,63;7173,193571;23456;5564
2301851;Banabuiú;CE;Todas;2G;1,73;41,64;43,20;1080,335686;17297;4580
1400407;Normandia;RR;Todas;2G;1,75;27,29;34,41;6966,813075;8923;1702
2101400;Balsas;MA;Todas;2G;1,75;87,64;88,11;13141,791339;83292;21277
5104542;Itanhangá;MT;Todas;2G;1,76;60,53;60,72;2898,073004;5233;1570
5101605;Barão de Melgaço;MT;Todas;2G;1,78;49,04;47,88;11174,471218;7565;2222
5106190;Nova Santa Helena;MT;Todas;2G;1,80;58,31;58,16;2359,825438;3458;1112
3136579;Josenópolis;MG;Todas;2G;1,80;54,62;56,37;541,393231;4562;1207
5102702;Canarana;MT;Todas;2G;1,80;77,64;80,41;10882,359704;18566;5655
1101500;Seringueiras;RO;Todas;2G;1,81;41,81;42,66;3773,47096;11475;3357
3171907;Virgolândia;MG;Todas;2G;1,81;42,35;43,52;281,022379;5646;1764
1100809;Candeias do Jamari;RO;Todas;2G;1,81;61,21;57,63;6843,868977;19702;5685
3135209;Januária;MG;Todas;2G;1,83;59,66;61,38;6661,671698;65235;17405
3125903;Ferros;MG;Todas;2G;1,84;10,33;10,57;1088,795234;10773;3354
5211305;Itarumã;GO;Todas;2G;1,85;64,75;65,59;3433,628044;6211;2057
1703008;Babaçulândia;TO;Todas;2G;1,90;48,05;49,29;1788,474562;10362;2524
2607000;Inajá;PE;Todas;2G;1,92;43,25;49,66;1182,549197;19057;4161
5107768;Santa Rita do Trivelato;MT;Todas;2G;1,93;58,43;58,47;4728,203597;2354;717
1100304;Vilhena;RO;Todas;2G;1,94;95,13;95,09;11518,931084;75551;23506
5007109;Ribas do Rio Pardo;MS;Todas;2G;1,94;65,82;64,52;17308,08663;20492;6456
3164209;São Romão;MG;Todas;2G;1,95;61,10;63,55;2434,003997;10215;2440
1300607;Benjamin Constant;AM;Todas;2G;1,96;69,43;73,04;8793,441991;32953;5950
3116100;Chapada do Norte;MG;Todas;2G;1,96;21,77;24,23;830,969388;15184;3702
3138104;Lassance;MG;Todas;2G;1,97;60,91;60,31;3204,21686;6470;1980
1503705;Itupiranga;PA;Todas;2G;1,98;50,69;49,87;7880,185204;50805;12568
5107941;Tabaporã;MT;Todas;2G;1,99;54,63;53,00;8317,417104;9845;3083
1600105;Amapá;AP;Todas;2G;2,00;79,29;80,69;9175,977829;8028;1783
2111532;São Pedro da Água Branca;MA;Todas;2G;2,00;89,14;89,14;720,508276;12018;3012
1711902;Lagoa da Confusão;TO;Todas;2G;2,01;63,67;68,81;10564,421607;10110;2643
5106828;Porto Esperidião;MT;Todas;2G;2,01;39,94;40,27;5808,916355;11024;3193
2909307;Correntina;BA;Todas;2G;2,01;45,79;48,13;11921,444846;31173;8763
1708205;Formoso do Araguaia;TO;Todas;2G;2,03;72,64;73,49;13423,663621;18375;5354
2902708;Barra;BA;Todas;2G;2,04;45,49;47,19;11414,612701;49183;11471
3116159;Chapada Gaúcha;MG;Todas;2G;2,04;51,97;55,71;3255,18741;10733;2541
2313005;Solonópole;CE;Todas;2G;2,05;36,71;37,14;1536,175269;17601;5292
3158201;Santa Maria do Suaçuí;MG;Todas;2G;2,05;50,85;51,77;624,047442;13949;4067
1718881;Santa Maria do Tocantins;TO;Todas;2G;2,07;42,40;42,78;1410,444964;2889;816
1100080;Costa Marques;RO;Todas;2G;2,08;50,78;49,39;4987,148305;13502;3696
3102704;Cachoeira de Pajeú;MG;Todas;2G;2,08;36,08;38,22;695,672332;8930;2551
1101435;Nova União;RO;Todas;2G;2,08;22,35;24,78;807,158665;7487;2100
3136306;João Pinheiro;MG;Todas;2G;2,10;75,82;74,60;10727,470902;44913;13561
2915007;Itaeté;BA;Todas;2G;2,10;43,06;44,92;1208,905466;14840;4071
1100262;Rio Crespo;RO;Todas;2G;2,11;34,05;33,82;1717,704206;3287;997
3135803;Jequitinhonha;MG;Todas;2G;2,12;65,74;66,65;3514,215721;23969;7107
4200903;Angelina;SC;Todas;2G;2,12;6,45;6,75;500,036792;5203;1626
2100600;Amarante do Maranhão;MA;Todas;2G;2,14;41,38;42,68;7438,240462;37698;9237
5107156;Reserva do Cabaçal;MT;Todas;2G;2,14;65,41;68,78;1337,010179;2553;827
5103908;General Carneiro;MT;Todas;2G;2,15;38,33;46,60;3794,941325;5005;1422
2609303;Mirandiba;PE;Todas;2G;2,15;36,40;37,61;821,679731;14260;3586
5106851;Porto Estrela;MT;Todas;2G;2,16;2,91;2,88;2062,754881;3648;1119
3115458;Catuji;MG;Todas;2G;2,17;26,60;29,15;419,525647;6680;1786
3141801;Minas Novas;MG;Todas;2G;2,17;31,58;35,30;1812,398031;30657;7477
2500205;Aguiar;PB;Todas;2G;2,17;42,59;45,35;344,709145;5528;1659
1505064;Novo Repartimento;PA;Todas;2G;2,18;45,92;46,57;15398,69725;61696;15139
2204550;Guaribas;PI;Todas;2G;2,18;42,38;45,62;3118,269029;4400;1072
5106265;Novo Mundo;MT;Todas;2G;2,18;41,77;41,33;5790,980956;7288;2242
3109402;Buritizeiro;MG;Todas;2G;2,19;82,43;81,43;7218,401311;26774;7459
3100906;Águas Formosas;MG;Todas;2G;2,19;72,05;73,08;820,078973;18388;5285
1101104;Itapuã do Oeste;RO;Todas;2G;2,19;62,44;62,42;4081,54434;8481;2533
1503044;Floresta do Araguaia;PA;Todas;2G;2,20;54,74;55,57;3444,361915;17731;4841
3162658;São João do Pacuí;MG;Todas;2G;2,20;39,25;39,88;415,921718;4056;1142
